timestamp,initial_cost,final_cost,iterations,num_residuals,num_landmarks,converged
1403715280312143104,564378,1078.61,16,6450,198,1
1403715280362142976,545727,1266.42,11,7053,211,1
1403715280412143104,545727,1266.42,11,7053,211,1
1403715280462142976,545727,1266.42,11,7053,211,1
1403715280512143104,545727,1266.42,11,7053,211,1
1403715280562142976,545727,1266.42,11,7053,211,1
1403715280612143104,520773,1942.13,17,7420,218,1
1403715280662142976,520773,1942.13,17,7420,218,1
1403715280712143104,380289,2197.89,15,7707,223,1
1403715280762142976,380289,2197.89,15,7707,223,1
1403715280812143104,694882,2456.9,15,8148,230,1
1403715280862142976,694882,2456.9,15,8148,230,1
1403715280912143104,517242,5882.98,18,8345,250,1
1403715280962142976,517242,5882.98,18,8345,250,1
1403715281012143104,2.16001e+06,5879.56,15,8081,250,1
1403715281062142976,2.16001e+06,5879.56,15,8081,250,1
1403715281112143104,2.16001e+06,5879.56,15,8081,250,1
1403715281162142976,2.16001e+06,5879.56,15,8081,250,1
1403715281212143104,2.16001e+06,5879.56,15,8081,250,1
1403715281262142976,2.16001e+06,5879.56,15,8081,250,1
1403715281312143104,2.16001e+06,5879.56,15,8081,250,1
1403715281362142976,2.16001e+06,5879.56,15,8081,250,1
1403715281412143104,2.16001e+06,5879.56,15,8081,250,1
1403715281462142976,2.2267e+06,15313.8,61,7919,250,1
1403715281512143104,2.2267e+06,15313.8,61,7919,250,1
1403715281562142976,1.96634e+06,14053.2,24,7503,250,1
1403715281612143104,1.96634e+06,14053.2,24,7503,250,1
1403715281662142976,2.02409e+06,17623.9,28,7117,250,1
1403715281712143104,2.02409e+06,17623.9,28,7117,250,1
1403715281762142976,1.68978e+06,19187.1,28,6697,250,1
1403715281812143104,1.68978e+06,19187.1,28,6697,250,1
1403715281862142976,2.00875e+06,29605.2,62,6533,250,1
1403715281912143104,2.00875e+06,29605.2,62,6533,250,1
1403715281962142976,1.71888e+06,16070.2,29,6067,250,1
1403715282012143104,1.71888e+06,16070.2,29,6067,250,1
1403715282062142976,1.27186e+06,30104,56,6173,250,1
1403715282112143104,1.27186e+06,30104,56,6173,250,1
1403715282162142976,286050,30283.5,36,6045,250,1
1403715282212143104,286050,30283.5,36,6045,250,1
1403715282262142976,264913,29500.9,21,5849,250,1
1403715282312143104,264913,29500.9,21,5849,250,1
1403715282362142976,237478,28419.5,26,5633,250,1
1403715282412143104,237478,28419.5,26,5633,250,1
1403715282462142976,262151,26977.8,14,5469,250,1
1403715282512143104,262151,26977.8,14,5469,250,1
1403715282562142976,269955,24158.3,13,5303,250,1
1403715282612143104,269955,24158.3,13,5303,250,1
1403715282662142976,285368,23134.7,14,5123,250,1
1403715282712143104,285368,23134.7,14,5123,250,1
1403715282762142976,285368,23134.7,14,5123,250,1
1403715282812143104,285368,23134.7,14,5123,250,1
1403715282862142976,135165,20213,13,4809,246,1
1403715282912143104,135165,20213,13,4809,246,1
1403715282962142976,196949,14983.2,28,4451,185,1
1403715283012143104,196949,14983.2,28,4451,185,1
1403715283062142976,1.28203e+06,14732.4,48,4829,191,1
1403715283112143104,1.28203e+06,14732.4,48,4829,191,1
1403715283162142976,261501,10190.8,59,4659,167,1
1403715283212143104,261501,10190.8,59,4659,167,1
1403715283262142976,607588,3445.97,35,4845,144,1
1403715283312143104,607588,3445.97,35,4845,144,1
1403715283362142976,91770,2250.62,19,4849,141,1
1403715283412143104,91770,2250.62,19,4849,141,1
1403715283462142976,19762.8,1878.63,18,4819,129,1
1403715283512143104,19762.8,1878.63,18,4819,129,1
1403715283562142976,47375.2,1726.95,13,4853,134,1
1403715283612143104,47375.2,1726.95,13,4853,134,1
1403715283662142976,47375.2,1726.95,13,4853,134,1
1403715283712143104,47375.2,1726.95,13,4853,134,1
1403715283762142976,47375.2,1726.95,13,4853,134,1
1403715283812143104,47375.2,1726.95,13,4853,134,1
1403715283862142976,47375.2,1726.95,13,4853,134,1
1403715283912143104,47375.2,1726.95,13,4853,134,1
1403715283962142976,47375.2,1726.95,13,4853,134,1
1403715284012143104,47375.2,1726.95,13,4853,134,1
1403715284062142976,49216.8,1618.87,13,4891,139,1
1403715284112143104,49216.8,1618.87,13,4891,139,1
1403715284162142976,49216.8,1618.87,13,4891,139,1
1403715284212143104,49216.8,1618.87,13,4891,139,1
1403715284262142976,49216.8,1618.87,13,4891,139,1
1403715284312143104,49216.8,1618.87,13,4891,139,1
1403715284362142976,49216.8,1618.87,13,4891,139,1
1403715284412143104,49216.8,1618.87,13,4891,139,1
1403715284462142976,49216.8,1618.87,13,4891,139,1
1403715284512143104,49216.8,1618.87,13,4891,139,1
1403715284562142976,62495.6,1514.76,12,5021,145,1
1403715284612143104,62495.6,1514.76,12,5021,145,1
1403715284662142976,62495.6,1514.76,12,5021,145,1
1403715284712143104,62495.6,1514.76,12,5021,145,1
1403715284762142976,62495.6,1514.76,12,5021,145,1
1403715284812143104,62495.6,1514.76,12,5021,145,1
1403715284862142976,62495.6,1514.76,12,5021,145,1
1403715284912143104,62495.6,1514.76,12,5021,145,1
1403715284962142976,20952.2,1408.52,10,5089,145,1
1403715285012143104,20952.2,1408.52,10,5089,145,1
1403715285062142976,2410.1,1222.68,6,5141,146,1
1403715285112143104,2410.1,1222.68,6,5141,146,1
1403715285162142976,26685,1369.07,11,5205,138,1
1403715285212143104,26685,1369.07,11,5205,138,1
1403715285262142976,69554.4,1618.29,11,5307,141,1
1403715285312143104,69554.4,1618.29,11,5307,141,1
1403715285362142976,69554.4,1618.29,11,5307,141,1
1403715285412143104,69554.4,1618.29,11,5307,141,1
1403715285462142976,69554.4,1618.29,11,5307,141,1
1403715285512143104,69554.4,1618.29,11,5307,141,1
1403715285562142976,69554.4,1618.29,11,5307,141,1
1403715285612143104,69554.4,1618.29,11,5307,141,1
1403715285662142976,69554.4,1618.29,11,5307,141,1
1403715285712143104,69554.4,1618.29,11,5307,141,1
1403715285762142976,104603,2195.44,13,5395,146,1
1403715285812143104,104603,2195.44,13,5395,146,1
1403715285862142976,203528,2642.41,16,5515,152,1
1403715285912143104,203528,2642.41,16,5515,152,1
1403715285962142976,187556,3067.06,17,5537,154,1
1403715286012143104,187556,3067.06,17,5537,154,1
1403715286062142976,306602,3282.15,19,5585,161,1
1403715286112143104,306602,3282.15,19,5585,161,1
1403715286162142976,306602,3282.15,19,5585,161,1
1403715286212143104,306602,3282.15,19,5585,161,1
1403715286262142976,306602,3282.15,19,5585,161,1
1403715286312143104,145961,3732.29,18,5619,166,1
1403715286362142976,145961,3732.29,18,5619,166,1
1403715286412143104,120396,3907.37,13,5659,169,1
1403715286462142976,120396,3907.37,13,5659,169,1
1403715286512143104,136580,3926.44,15,5603,169,1
1403715286562142976,136580,3926.44,15,5603,169,1
1403715286612143104,52715.2,3843.1,15,5589,174,1
1403715286662142976,52715.2,3843.1,15,5589,174,1
1403715286712143104,3847.31,3711.4,12,5469,174,1
1403715286762142976,3847.31,3711.4,12,5469,174,1
1403715286812143104,6652.47,3521.9,9,5351,175,1
1403715286862142976,6652.47,3521.9,9,5351,175,1
1403715286912143104,27762.3,3222.42,8,5261,178,1
1403715286962142976,27762.3,3222.42,8,5261,178,1
1403715287012143104,8157.71,2957.1,7,5133,180,1
1403715287062142976,8157.71,2957.1,7,5133,180,1
1403715287112143104,3331.23,2672.74,7,4983,181,1
1403715287162142976,3331.23,2672.74,7,4983,181,1
1403715287212143104,11930.4,2359.54,7,4829,184,1
1403715287262142976,11930.4,2359.54,7,4829,184,1
1403715287312143104,26399.8,2086.86,7,4693,187,1
1403715287362142976,26399.8,2086.86,7,4693,187,1
1403715287412143104,1892.41,1801.41,5,4499,187,1
1403715287462142976,1892.41,1801.41,5,4499,187,1
1403715287512143104,30025.5,1393.31,10,4307,188,1
1403715287562142976,30025.5,1393.31,10,4307,188,1
1403715287612143104,16881.5,961.518,7,4107,188,1
1403715287662142976,16881.5,961.518,7,4107,188,1
1403715287712143104,12359.3,671.54,6,3919,190,1
1403715287762142976,12359.3,671.54,6,3919,190,1
1403715287812143104,1263.89,531.152,6,3719,186,1
1403715287862142976,1263.89,531.152,6,3719,186,1
1403715287912143104,4528.35,525.238,4,3469,175,1
1403715287962142976,4528.35,525.238,4,3469,175,1
1403715288012143104,27435,515.426,8,3223,152,1
1403715288062142976,27435,515.426,8,3223,152,1
1403715288112143104,34881.5,498.935,6,3047,146,1
1403715288162142976,34881.5,498.935,6,3047,146,1
1403715288212143104,66732.3,461.91,9,2873,128,1
1403715288262142976,66732.3,461.91,9,2873,128,1
1403715288312143104,154421,462.701,9,2795,126,1
1403715288362142976,154421,462.701,9,2795,126,1
1403715288412143104,94175.1,452.835,9,2691,108,1
1403715288462142976,94175.1,452.835,9,2691,108,1
1403715288512143104,53312.2,433.033,8,2633,98,1
1403715288562142976,53312.2,433.033,8,2633,98,1
1403715288612143104,1984.91,388.636,6,2563,77,1
1403715288662142976,1984.91,388.636,6,2563,77,1
1403715288712143104,2604.16,367.85,6,2539,76,1
1403715288762142976,2604.16,367.85,6,2539,76,1
1403715288812143104,371.686,345.294,5,2515,75,1
1403715288862142976,371.686,345.294,5,2515,75,1
1403715288912143104,347.329,330.285,6,2497,75,1
1403715288962142976,347.329,330.285,6,2497,75,1
1403715289012143104,13724.1,316.326,7,2511,74,1
1403715289062142976,13724.1,316.326,7,2511,74,1
1403715289112143104,4925.45,287.462,7,2489,72,1
1403715289162142976,4925.45,287.462,7,2489,72,1
1403715289212143104,12400.4,197.319,22,2479,70,1
1403715289262142976,12400.4,197.319,22,2479,70,1
1403715289312143104,204.063,173.301,4,2453,70,1
1403715289362142976,204.063,173.301,4,2453,70,1
1403715289412143104,1787.11,168.043,6,2439,70,1
1403715289462142976,1787.11,168.043,6,2439,70,1
1403715289512143104,1724.31,174.962,6,2433,70,1
1403715289562142976,1724.31,174.962,6,2433,70,1
1403715289612143104,4735.01,206.077,6,2439,72,1
1403715289662142976,4735.01,206.077,6,2439,72,1
1403715289712143104,4735.01,206.077,6,2439,72,1
1403715289762142976,4735.01,206.077,6,2439,72,1
1403715289812143104,4735.01,206.077,6,2439,72,1
1403715289862142976,4735.01,206.077,6,2439,72,1
1403715289912143104,4735.01,206.077,6,2439,72,1
1403715289962142976,4735.01,206.077,6,2439,72,1
1403715290012143104,4735.01,206.077,6,2439,72,1
1403715290062142976,4735.01,206.077,6,2439,72,1
1403715290112143104,7270.06,322.315,6,2445,73,1
1403715290162142976,7270.06,322.315,6,2445,73,1
1403715290212143104,7270.06,322.315,6,2445,73,1
1403715290262142976,7270.06,322.315,6,2445,73,1
1403715290312143104,7270.06,322.315,6,2445,73,1
1403715290362142976,7270.06,322.315,6,2445,73,1
1403715290412143104,7270.06,322.315,6,2445,73,1
1403715290462142976,7270.06,322.315,6,2445,73,1
1403715290512143104,7270.06,322.315,6,2445,73,1
1403715290562142976,7270.06,322.315,6,2445,73,1
1403715290612143104,1685.77,462.289,7,2435,72,1
1403715290662142976,1685.77,462.289,7,2435,72,1
1403715290712143104,4535.8,472.25,5,2425,68,1
1403715290762142976,4535.8,472.25,5,2425,68,1
1403715290812143104,2483.59,476.735,7,2427,70,1
1403715290862142976,2483.59,476.735,7,2427,70,1
1403715290912143104,2483.59,476.735,7,2427,70,1
1403715290962142976,6715.65,1566.6,7,2435,73,1
1403715291012143104,6715.65,1566.6,7,2435,73,1
1403715291062142976,54662.3,1821.58,21,2421,72,1
1403715291112143104,54662.3,1821.58,21,2421,72,1
1403715291162142976,54662.3,1821.58,21,2421,72,1
1403715291212143104,54662.3,1821.58,21,2421,72,1
1403715291262142976,54662.3,1821.58,21,2421,72,1
1403715291312143104,11730.5,1916.17,28,2389,73,1
1403715291362142976,11730.5,1916.17,28,2389,73,1
1403715291412143104,11730.5,1916.17,28,2389,73,1
1403715291462142976,11730.5,1916.17,28,2389,73,1
1403715291512143104,10609,2042.5,9,2359,72,1
1403715291562142976,10609,2042.5,9,2359,72,1
1403715291612143104,9665.24,2102.42,7,2325,72,1
1403715291662142976,9665.24,2102.42,7,2325,72,1
1403715291712143104,2215.83,2153.69,5,2285,73,1
1403715291762142976,2215.83,2153.69,5,2285,73,1
1403715291812143104,2299.54,2258.17,7,2241,75,1
1403715291862142976,2299.54,2258.17,7,2241,75,1
1403715291912143104,43027,2605.45,12,2205,79,1
1403715291962142976,43027,2605.45,12,2205,79,1
1403715292012143104,43027,2605.45,12,2205,79,1
1403715292062142976,43027,2605.45,12,2205,79,1
1403715292112143104,49880,3197.8,16,2145,80,1
1403715292162142976,49880,3197.8,16,2145,80,1
1403715292212143104,49880,3197.8,16,2145,80,1
1403715292262142976,49880,3197.8,16,2145,80,1
1403715292312143104,51407.3,3558.08,21,2087,82,1
1403715292362142976,51407.3,3558.08,21,2087,82,1
1403715292412143104,52990.7,3654.35,30,2023,83,1
1403715292462142976,52990.7,3654.35,30,2023,83,1
1403715292512143104,25307,3676.67,10,1965,84,1
1403715292562142976,25307,3676.67,10,1965,84,1
1403715292612143104,3785.95,3700.42,6,1903,82,1
1403715292662142976,3785.95,3700.42,6,1903,82,1
1403715292712143104,6406.94,3746.05,19,1829,83,1
1403715292762142976,6406.94,3746.05,19,1829,83,1
1403715292812143104,12058,3743.72,19,1747,83,1
1403715292862142976,12058,3743.72,19,1747,83,1
1403715292912143104,7562.83,3702,14,1673,84,1
1403715292962142976,7562.83,3702,14,1673,84,1
1403715293012143104,35622.6,3387.44,12,1593,83,1
1403715293062142976,35622.6,3387.44,12,1593,83,1
1403715293112143104,46523.2,2987.02,10,1523,79,1
1403715293162142976,46523.2,2987.02,10,1523,79,1
1403715293212143104,28891.5,2830.11,21,1515,82,1
1403715293262142976,28891.5,2830.11,21,1515,82,1
1403715293312143104,19546,2199.39,14,1419,78,1
1403715293362142976,19546,2199.39,14,1419,78,1
1403715293412143104,18017.2,2212.21,15,1339,71,1
1403715293462142976,18017.2,2212.21,15,1339,71,1
1403715293512143104,61805.5,2224.51,24,1273,65,1
1403715293562142976,61805.5,2224.51,24,1273,65,1
1403715293612143104,76579.4,2311.27,20,1263,65,1
1403715293662142976,76579.4,2311.27,20,1263,65,1
1403715293712143104,80154.4,2413.39,33,1251,65,1
1403715293762142976,80154.4,2413.39,33,1251,65,1
1403715293812143104,36840.5,2231.96,14,1225,65,1
1403715293862142976,36840.5,2231.96,14,1225,65,1
1403715293912143104,27320.8,1800.86,12,1217,63,1
1403715293962142976,27320.8,1800.86,12,1217,63,1
1403715294012143104,17840,1407.85,7,1237,55,1
1403715294062142976,17840,1407.85,7,1237,55,1
1403715294112143104,1317.55,1155.34,6,1227,53,1
1403715294162142976,1317.55,1155.34,6,1227,53,1
1403715294212143104,5174.49,1008.93,7,1231,55,1
1403715294262142976,5174.49,1008.93,7,1231,55,1
1403715294312143104,1426.16,825.129,6,1217,58,1
1403715294362142976,1426.16,825.129,6,1217,58,1
1403715294412143104,1426.16,825.129,6,1217,58,1
1403715294462142976,1426.16,825.129,6,1217,58,1
1403715294512143104,1426.16,825.129,6,1217,58,1
1403715294562142976,21338,690.13,7,1269,70,1
1403715294612143104,21338,690.13,7,1269,70,1
1403715294662142976,18567.1,756.537,55,1347,84,1
1403715294712143104,18567.1,756.537,55,1347,84,1
1403715294762142976,37801.7,842.376,10,1499,92,1
1403715294812143104,37801.7,842.376,10,1499,92,1
1403715294862142976,37801.7,842.376,10,1499,92,1
1403715294912143104,37801.7,842.376,10,1499,92,1
1403715294962142976,37801.7,842.376,10,1499,92,1
1403715295012143104,37801.7,842.376,10,1499,92,1
1403715295062142976,41062.1,1227.51,23,1721,105,1
1403715295112143104,41062.1,1227.51,23,1721,105,1
1403715295162142976,31005.1,1391.76,33,1941,115,1
1403715295212143104,31005.1,1391.76,33,1941,115,1
1403715295262142976,34607.5,1663.85,7,2265,126,1
1403715295312143104,34607.5,1663.85,7,2265,126,1
1403715295362142976,32102.3,2088.34,9,2617,134,1
1403715295412143104,32102.3,2088.34,9,2617,134,1
1403715295462142976,25663.8,2638.9,13,2983,142,1
1403715295512143104,25663.8,2638.9,13,2983,142,1
1403715295562142976,51534.1,3382.82,18,3333,138,1
1403715295612143104,51534.1,3382.82,18,3333,138,1
1403715295662142976,51534.1,3382.82,18,3333,138,1
1403715295712143104,51534.1,3382.82,18,3333,138,1
1403715295762142976,51534.1,3382.82,18,3333,138,1
1403715295812143104,51534.1,3382.82,18,3333,138,1
1403715295862142976,84418.9,3778.22,17,3733,147,1
1403715295912143104,84418.9,3778.22,17,3733,147,1
1403715295962142976,28130.5,3974.09,13,4099,157,1
1403715296012143104,28130.5,3974.09,13,4099,157,1
1403715296062142976,36177.5,4158.66,12,4409,165,1
1403715296112143104,36177.5,4158.66,12,4409,165,1
1403715296162142976,82912.3,4111.23,14,4751,182,1
1403715296212143104,82912.3,4111.23,14,4751,182,1
1403715296262142976,36448.8,4007.98,10,5143,209,1
1403715296312143104,36448.8,4007.98,10,5143,209,1
1403715296362142976,137965,4289.11,13,5657,237,1
1403715296412143104,137965,4289.11,13,5657,237,1
1403715296462142976,137965,4289.11,13,5657,237,1
1403715296512143104,137965,4289.11,13,5657,237,1
1403715296562142976,137965,4289.11,13,5657,237,1
1403715296612143104,137965,4289.11,13,5657,237,1
1403715296662142976,137965,4289.11,13,5657,237,1
1403715296712143104,137965,4289.11,13,5657,237,1
1403715296762142976,137965,4289.11,13,5657,237,1
1403715296812143104,137965,4289.11,13,5657,237,1
1403715296862142976,98764.5,4400.76,15,6083,248,1
1403715296912143104,98764.5,4400.76,15,6083,248,1
1403715296962142976,98764.5,4400.76,15,6083,248,1
1403715297012143104,98764.5,4400.76,15,6083,248,1
1403715297062142976,129716,4443.22,13,6569,250,1
1403715297112143104,129716,4443.22,13,6569,250,1
1403715297162142976,77441.6,4927,7,7081,250,1
1403715297212143104,77441.6,4927,7,7081,250,1
1403715297262142976,45071.3,4949.64,9,7507,250,1
1403715297312143104,45071.3,4949.64,9,7507,250,1
1403715297362142976,38993.7,5262.21,14,7877,250,1
1403715297412143104,38993.7,5262.21,14,7877,250,1
1403715297462142976,24397.8,4281.3,17,8087,250,1
1403715297512143104,24397.8,4281.3,17,8087,250,1
1403715297562142976,24397.8,4281.3,17,8087,250,1
1403715297612143104,24397.8,4281.3,17,8087,250,1
1403715297662142976,24397.8,4281.3,17,8087,250,1
1403715297712143104,24397.8,4281.3,17,8087,250,1
1403715297762142976,88508.9,4467.45,14,8339,250,1
1403715297812143104,88508.9,4467.45,14,8339,250,1
1403715297862142976,45306.8,4931.6,12,8509,250,1
1403715297912143104,45306.8,4931.6,12,8509,250,1
1403715297962142976,95802.3,6136.33,12,8647,250,1
1403715298012143104,95802.3,6136.33,12,8647,250,1
1403715298062142976,195017,11007.2,13,8389,250,1
1403715298112143104,195017,11007.2,13,8389,250,1
1403715298162142976,195017,11007.2,13,8389,250,1
1403715298212143104,195017,11007.2,13,8389,250,1
1403715298262142976,195017,11007.2,13,8389,250,1
1403715298312143104,195017,11007.2,13,8389,250,1
1403715298362142976,273753,11237.4,14,8135,250,1
1403715298412143104,273753,11237.4,14,8135,250,1
1403715298462142976,273753,11237.4,14,8135,250,1
1403715298512143104,273753,11237.4,14,8135,250,1
1403715298562142976,273753,11237.4,14,8135,250,1
1403715298612143104,273753,11237.4,14,8135,250,1
1403715298662142976,273753,11237.4,14,8135,250,1
1403715298712143104,273753,11237.4,14,8135,250,1
1403715298762142976,273753,11237.4,14,8135,250,1
1403715298812143104,273753,11237.4,14,8135,250,1
1403715298862142976,239190,11164.9,16,7765,250,1
1403715298912143104,239190,11164.9,16,7765,250,1
1403715298962142976,702597,10991.4,16,7575,250,1
1403715299012143104,702597,10991.4,16,7575,250,1
1403715299062142976,745763,10444.6,18,7317,250,1
1403715299112143104,745763,10444.6,18,7317,250,1
1403715299162142976,807945,10040,17,7019,250,1
1403715299212143104,807945,10040,17,7019,250,1
1403715299262142976,809262,9270.4,17,6647,250,1
1403715299312143104,809262,9270.4,17,6647,250,1
1403715299362142976,834536,8807.8,18,6403,250,1
1403715299412143104,834536,8807.8,18,6403,250,1
1403715299462142976,912722,122416,36,5831,250,1
1403715299512143104,912722,122416,36,5831,250,1
1403715299562142976,1.1094e+06,414894,26,5519,250,1
1403715299612143104,1.1094e+06,414894,26,5519,250,1
1403715299662142976,1.02448e+06,35411.8,43,5219,250,1
1403715299712143104,1.02448e+06,35411.8,43,5219,250,1
1403715299762142976,956114,7011.2,37,4929,250,1
1403715299812143104,956114,7011.2,37,4929,250,1
1403715299862142976,203606,6494.9,16,4395,250,1
1403715299912143104,203606,6494.9,16,4395,250,1
1403715299962142976,338582,86366.5,23,4015,250,1
1403715300012143104,338582,86366.5,23,4015,250,1
1403715300062142976,505710,6087.98,14,3627,250,1
1403715300112143104,505710,6087.98,14,3627,250,1
1403715300162142976,445356,5916.3,34,3535,250,1
1403715300212143104,445356,5916.3,34,3535,250,1
1403715300262142976,495293,4755.14,20,3403,250,1
