# timestamp tx ty tz qx qy qz qw
1403715274.362143040 0.871736430 2.161033002 0.954273960 -0.829517369 -0.055443916 -0.552609458 0.058734097
1403715274.412143230 0.870711924 2.163801665 0.955054447 -0.829597964 -0.055540293 -0.552478117 0.058740311
1403715274.462142944 0.869692905 2.166782258 0.955883127 -0.829578733 -0.055287678 -0.552542098 0.058648342
1403715274.512143135 0.868683341 2.169985443 0.956743867 -0.829538972 -0.055557991 -0.552585970 0.058541860
1403715274.562143087 0.867621548 2.173422926 0.957617786 -0.829585550 -0.055405194 -0.552518058 0.058667493
1403715274.612143278 0.866543248 2.177001456 0.958532614 -0.829551758 -0.055379334 -0.552583422 0.058553998
1403715274.662142992 0.865478240 2.180801822 0.959459905 -0.829547977 -0.055456178 -0.552606266 0.058318783
1403715274.712143183 0.864327335 2.184864622 0.960477780 -0.829469709 -0.055294021 -0.552730078 0.058412612
1403715274.762143135 0.874388044 2.160493653 0.956661817 -0.830385098 -0.054253887 -0.551374809 0.059185511
1403715274.812143087 0.874424655 2.162357439 0.957435089 -0.830411049 -0.054099555 -0.551353111 0.059164819
1403715274.862143040 0.874469686 2.164334813 0.958256324 -0.830426522 -0.053979100 -0.551343531 0.059146923
1403715274.912143230 0.874628768 2.166541512 0.959093857 -0.830468086 -0.053900409 -0.551292032 0.059115143
1403715274.962142944 0.874896309 2.168861479 0.959971927 -0.830534487 -0.053783999 -0.551194297 0.059199622
1403715275.012143135 0.875203349 2.171309735 0.960952087 -0.830549535 -0.053654274 -0.551185303 0.059189946
1403715275.062143087 0.875554890 2.173916113 0.961946663 -0.830578970 -0.053565006 -0.551151357 0.059173860
1403715275.112143278 0.876063273 2.176598064 0.962964199 -0.830632364 -0.053454978 -0.551078515 0.059202287
1403715275.162142992 0.876653941 2.179351592 0.964042943 -0.830679169 -0.053403610 -0.551019888 0.059137595
1403715275.212143183 0.877309029 2.182196394 0.965199639 -0.830689910 -0.053290952 -0.551015506 0.059129185
1403715275.262143135 0.878699617 2.153492840 0.955039125 -0.830428479 -0.054531888 -0.551070297 0.061125631
1403715275.312143087 0.879363718 2.154058294 0.955574503 -0.830445533 -0.054450008 -0.551049853 0.061151230
1403715275.362143040 0.880102735 2.154668652 0.956113711 -0.830482184 -0.054420429 -0.550997454 0.061151982
1403715275.412143230 0.880943183 2.155292867 0.956651491 -0.830518732 -0.054360662 -0.550950351 0.061133172
1403715275.462142944 0.881872504 2.155947264 0.957225443 -0.830535193 -0.054320563 -0.550930891 0.061120561
1403715275.512143135 0.882914126 2.156655075 0.957811966 -0.830564445 -0.054222024 -0.550895010 0.061133985
1403715275.562143087 0.884031799 2.157354034 0.958368637 -0.830574249 -0.054128626 -0.550889639 0.061131935
1403715275.612143278 0.885207486 2.158051363 0.958903546 -0.830629038 -0.054056774 -0.550815557 0.061118637
1403715275.662142992 0.886478455 2.158807544 0.959451231 -0.830660325 -0.053975975 -0.550772653 0.061151483
1403715275.712143183 0.887888417 2.159609745 0.959970904 -0.830698905 -0.053974348 -0.550711045 0.061183692
1403715275.762143135 0.878187892 2.149347399 0.951725208 -0.829898255 -0.054960705 -0.551746414 0.061839327
1403715275.812143087 0.878588177 2.149355002 0.951823065 -0.829915061 -0.054931021 -0.551720626 0.061870232
1403715275.862143040 0.879026135 2.149353154 0.951974470 -0.829825406 -0.054894772 -0.551853882 0.061916499
1403715275.912143230 0.879486104 2.149373706 0.952186012 -0.829760190 -0.054814922 -0.551962963 0.061888926
1403715275.962142944 0.879906213 2.149412253 0.952535367 -0.829442842 -0.054767681 -0.552441993 0.061910557
1403715276.012143135 0.880470389 2.149483968 0.952782129 -0.829383111 -0.054644873 -0.552532468 0.062011814
1403715276.062143087 0.881117848 2.149567715 0.952922052 -0.829547884 -0.054706448 -0.552295607 0.061863359
1403715276.112143278 0.881877903 2.149627839 0.952799616 -0.829776466 -0.054724983 -0.551943033 0.061928024
1403715276.162142992 0.882507068 2.149655388 0.952650554 -0.829732590 -0.054584418 -0.552010736 0.062036423
1403715276.212143183 0.883190823 2.149636522 0.952561813 -0.829797238 -0.054682592 -0.551914991 0.061937067
1403715276.262143135 0.876381544 2.147595186 0.948663050 -0.829625999 -0.055108243 -0.552117182 0.062051602
1403715276.312143087 0.876526639 2.147447591 0.948328563 -0.829682442 -0.055136765 -0.552033093 0.062019730
1403715276.362143040 0.876692868 2.147340148 0.948092358 -0.829754893 -0.055111191 -0.551925372 0.062031916
1403715276.412143230 0.876874200 2.147264134 0.947899403 -0.829787068 -0.055106870 -0.551877306 0.062033007
1403715276.462142944 0.877096982 2.147228613 0.947698779 -0.829746803 -0.055120688 -0.551935383 0.062042605
1403715276.512143135 0.877293156 2.147189594 0.947674840 -0.829528455 -0.055117169 -0.552242405 0.062233151
1403715276.562143087 0.877595237 2.147043025 0.947628117 -0.829599688 -0.055023098 -0.552158941 0.062107319
1403715276.612143278 0.878049048 2.146970019 0.947221438 -0.829737346 -0.055055076 -0.551947299 0.062121292
1403715276.662142992 0.878534449 2.146940985 0.946761524 -0.829750843 -0.055062853 -0.551919675 0.062179521
1403715276.712143183 0.878981788 2.146933990 0.946470096 -0.829705755 -0.055105297 -0.551984275 0.062170145
1403715276.762143135 0.876137592 2.146505317 0.946886734 -0.829618362 -0.055307678 -0.552096519 0.062160024
1403715276.812143087 0.876634241 2.146493938 0.946542256 -0.829751337 -0.055284881 -0.551898518 0.062163714
1403715276.862143040 0.877240404 2.146514203 0.946270976 -0.829769826 -0.055241397 -0.551876073 0.062154831
1403715276.912143230 0.877871477 2.146815455 0.945960527 -0.829596523 -0.055234336 -0.552129639 0.062222500
1403715276.962142944 0.878605266 2.147202324 0.945555989 -0.829458292 -0.055229143 -0.552337244 0.062227429
1403715277.012143135 0.879337016 2.147456572 0.945233140 -0.829394906 -0.055147443 -0.552428586 0.062333837
1403715277.062143087 0.880264566 2.147371741 0.944724561 -0.829588405 -0.055189386 -0.552136749 0.062307470
1403715277.112143278 0.881119253 2.147277300 0.944119888 -0.829480081 -0.055149686 -0.552297537 0.062359745
1403715277.162142992 0.882041562 2.147228946 0.943487091 -0.829499301 -0.055270314 -0.552259607 0.062333214
1403715277.212143183 0.882417523 2.147046713 0.942889124 -0.829582099 -0.055062620 -0.552134375 0.062524245
1403715277.262143135 0.875745624 2.146329518 0.945153342 -0.829614154 -0.055405591 -0.552084898 0.062232153
1403715277.312143087 0.875211897 2.145975425 0.944466234 -0.829813033 -0.055279494 -0.551791913 0.062291190
1403715277.362143040 0.874531037 2.145610018 0.943890713 -0.829749373 -0.055466548 -0.551890659 0.062097825
1403715277.412143230 0.873845796 2.145182346 0.943260868 -0.829774946 -0.055372059 -0.551839291 0.062296644
1403715277.462142944 0.873321282 2.144646333 0.942454726 -0.829626240 -0.055279298 -0.552057544 0.062425707
1403715277.512143135 0.873510952 2.144229579 0.941831943 -0.829748194 -0.055306931 -0.551877812 0.062369535
1403715277.562143087 0.873764923 2.143708391 0.941427505 -0.829662311 -0.055451710 -0.552001538 0.062288523
1403715277.612143278 0.874087202 2.143200565 0.940577785 -0.829718756 -0.055427744 -0.551895381 0.062498323
1403715277.662142992 0.874625092 2.142711996 0.939791013 -0.829659222 -0.055262817 -0.551981345 0.062675289
1403715277.712143183 0.875040820 2.142095006 0.939293048 -0.829693902 -0.055385255 -0.551922898 0.062622808
1403715277.762143135 0.874488676 2.145625889 0.945050515 -0.829854776 -0.054997753 -0.551758835 0.062277497
1403715277.812143087 0.875006572 2.145346984 0.944603846 -0.829852419 -0.055225691 -0.551780118 0.061917577
1403715277.862143040 0.875673210 2.144819053 0.944045228 -0.830125856 -0.054801968 -0.551366672 0.062310521
1403715277.912143230 0.876455579 2.144316389 0.943915839 -0.830052997 -0.055269806 -0.551491877 0.061757437
1403715277.962142944 0.877402212 2.143823432 0.943830051 -0.829925486 -0.055054137 -0.551658965 0.062170059
1403715278.012143135 0.878659837 2.143280881 0.943626607 -0.830099723 -0.055039466 -0.551392829 0.062217800
1403715278.062143087 0.879968238 2.142966852 0.943330842 -0.830022378 -0.055176113 -0.551515653 0.062039773
1403715278.112143278 0.881288182 2.142800560 0.943312768 -0.829897780 -0.055055799 -0.551719766 0.061998661
1403715278.162142992 0.882808619 2.142690002 0.943416898 -0.829938170 -0.055029559 -0.551630273 0.062276997
1403715278.212143183 0.884550749 2.142436022 0.943447252 -0.829998730 -0.055131805 -0.551531029 0.062258464
1403715278.262143135 0.874319567 2.144211611 0.942721055 -0.829847060 -0.055589240 -0.551689907 0.062465515
1403715278.312143087 0.874826330 2.143940280 0.943360414 -0.829588256 -0.054707710 -0.552188469 0.062275893
1403715278.362143040 0.875526239 2.143483421 0.944602722 -0.829176648 -0.054117968 -0.552958078 0.061438560
1403715278.412143230 0.876742256 2.143080433 0.946050736 -0.829043963 -0.053994071 -0.553284280 0.060392495
1403715278.462142944 0.879070090 2.143157938 0.947547676 -0.828435139 -0.052806023 -0.554265658 0.060797416
1403715278.512143135 0.882746157 2.143762316 0.949522483 -0.827264835 -0.051645442 -0.556112540 0.060864470
1403715278.562143087 0.887813014 2.145078583 0.953259415 -0.824548065 -0.050056972 -0.560192592 0.061636418
1403715278.612143278 0.894166188 2.146883882 0.959019812 -0.821798989 -0.048417797 -0.564263321 0.062522336
1403715278.662142992 0.901912705 2.149327690 0.967253568 -0.820307979 -0.048722059 -0.566490886 0.061717562
1403715278.712143183 0.910788817 2.152461569 0.978383544 -0.819104079 -0.046991658 -0.568196733 0.063346383
1403715278.762143135 0.806982776 2.131131210 0.779942985 -0.821080724 -0.053540894 -0.564438329 0.066099852
1403715278.812143087 0.807624027 2.133690620 0.784785790 -0.819617401 -0.053070008 -0.566471229 0.067240141
1403715278.862143040 0.817699463 2.123898965 0.756948495 -0.829532571 -0.053021044 -0.551564236 0.069580002
1403715278.912143230 0.822000554 2.124954234 0.762760477 -0.829561116 -0.053225736 -0.551454911 0.069948966
1403715278.962142944 0.827257257 2.126186674 0.767697091 -0.829447892 -0.053595287 -0.551603156 0.069840521
1403715279.012143135 0.833279216 2.127438680 0.768601082 -0.829547387 -0.054507615 -0.551470443 0.068995681
1403715279.062143087 0.839893074 2.129073254 0.763895562 -0.830252545 -0.055106747 -0.550382829 0.068721894
1403715279.112143278 0.847422918 2.131011736 0.753421384 -0.830597556 -0.055581214 -0.549841503 0.068503648
1403715279.162142992 0.855594293 2.133298965 0.737456072 -0.831306774 -0.056614344 -0.548726201 0.067995733
1403715279.212143183 0.864608534 2.135713965 0.717732355 -0.832284403 -0.057582683 -0.547235051 0.067236200
1403715279.262143135 0.875188138 2.138576568 0.696673313 -0.833037524 -0.058407951 -0.546009258 0.067163117
1403715279.312143087 0.887052238 2.141766405 0.675250254 -0.834183054 -0.058894960 -0.544187405 0.067305901
1403715279.362143040 0.851651499 2.115418003 0.677759075 -0.832313903 -0.053496240 -0.546886743 0.072846479
1403715279.412143230 0.863421632 2.115842355 0.659897960 -0.832895849 -0.053174183 -0.545871834 0.074033454
1403715279.462142944 0.876547778 2.115858175 0.642678718 -0.833956296 -0.053246263 -0.544150914 0.074709536
1403715279.512143135 0.891224213 2.115725091 0.626613699 -0.834520782 -0.053317298 -0.543187073 0.075366669
1403715279.562143087 0.907605520 2.115561889 0.611404510 -0.834872556 -0.054051818 -0.542613121 0.075081400
1403715279.612143278 0.925432019 2.115213452 0.596826994 -0.835580544 -0.054184422 -0.541499614 0.075148996
1403715279.662142992 0.944753207 2.114556499 0.582734642 -0.836179335 -0.054586290 -0.540498495 0.075404466
1403715279.712143183 0.965972297 2.113734637 0.569049728 -0.836460555 -0.054602758 -0.540017331 0.075720286
1403715279.762143135 0.988869254 2.112819591 0.555871188 -0.836870975 -0.054755145 -0.539309265 0.076120712
1403715279.812143087 1.013257898 2.111544977 0.542934340 -0.837456078 -0.054523881 -0.538361260 0.076561207
1403715279.862143040 0.853388900 2.107764379 0.588136339 -0.823803179 -0.050834046 -0.559307002 0.077070744
1403715279.912143230 0.865519122 2.106239328 0.581754532 -0.824190718 -0.050870217 -0.558706820 0.077256522
1403715279.962142944 0.878261827 2.104398472 0.575419169 -0.825437674 -0.051297455 -0.556845254 0.077101108
1403715280.012143135 0.891537759 2.102297939 0.568403183 -0.828530365 -0.051531356 -0.552203439 0.077157734
1403715280.062143087 0.905633069 2.099960308 0.560799356 -0.832625698 -0.052177633 -0.545971592 0.076986771
1403715280.112143278 0.921004823 2.097197260 0.553294187 -0.836148669 -0.054415208 -0.540711112 0.074336270
1403715280.162142992 0.937902059 2.094266898 0.546142469 -0.838055804 -0.056644622 -0.537815188 0.072171182
1403715280.212143183 0.956402658 2.091231693 0.539428496 -0.838577132 -0.059948248 -0.537122554 0.068512504
1403715280.262143135 0.976527044 2.088432921 0.533135137 -0.838030171 -0.062622300 -0.538091259 0.065128154
1403715280.312143087 0.998096108 2.086303801 0.526846002 -0.836735889 -0.064756393 -0.540118154 0.062865265
1403715280.362143040 0.830324776 2.141259138 0.588052362 -0.816745957 -0.071325487 -0.569211803 0.061940617
1403715280.412143230 0.835241279 2.147147311 0.588129597 -0.814370032 -0.071487261 -0.572802765 0.059900050
1403715280.462142944 0.839790523 2.153516499 0.587786428 -0.813056729 -0.068504275 -0.574964448 0.060512825
1403715280.512143135 0.843799480 2.160237644 0.587168532 -0.811702049 -0.062033096 -0.577411918 0.062347055
1403715280.562143087 0.805116190 2.156345803 0.521375324 -0.808295601 -0.067784140 -0.581275977 0.064666608
1403715280.612143278 0.800724852 2.164736082 0.517022406 -0.807064721 -0.059157738 -0.583946566 0.064446156
1403715280.662142992 0.759568463 2.176533836 0.471471328 -0.805512882 -0.062681689 -0.585112912 0.069734373
1403715280.712143183 0.748476034 2.185799835 0.464148440 -0.804825195 -0.052763718 -0.587447624 0.066164074
1403715280.762143135 0.688674067 2.229913140 0.436329214 -0.801287454 -0.053235393 -0.591903320 0.068955558
1403715280.812143087 0.669617883 2.241881443 0.426229889 -0.801519086 -0.042934436 -0.592998069 0.063852010
1403715280.862143040 0.598335925 2.296509208 0.404526681 -0.795846271 -0.042554357 -0.600561190 0.064374654
1403715280.912143230 0.570015558 2.312086315 0.393077453 -0.795258662 -0.033495147 -0.602474414 0.058875435
1403715280.962142944 0.519270278 2.410847094 0.393395101 -0.793048004 -0.033825891 -0.605387936 0.058618427
1403715281.012143135 0.484185927 2.432954822 0.381381725 -0.792306417 -0.027302213 -0.607014746 0.055120138
1403715281.062143087 0.461184107 2.551773374 0.409513268 -0.793888674 -0.017361226 -0.605612224 0.051702954
1403715281.112143278 0.423894868 2.579048170 0.398234409 -0.793139961 -0.013084725 -0.606932766 0.048891813
1403715281.162142992 0.384401621 2.606570862 0.386737620 -0.792043863 -0.009988657 -0.608605542 0.046540733
1403715281.212143183 0.342784164 2.634092660 0.374977832 -0.791203861 -0.007252989 -0.609903954 0.044283317
1403715281.262143135 0.298902300 2.661417008 0.362793471 -0.790540799 -0.003699223 -0.610917960 0.042553578
1403715281.312143087 0.252424546 2.688383883 0.349876441 -0.790416157 0.000269275 -0.611261515 0.040019829
1403715281.362143040 0.203410239 2.715061318 0.335986911 -0.790461207 0.004770750 -0.611373349 0.037026311
1403715281.412143230 0.152097192 2.741595868 0.321427439 -0.790319616 0.009850908 -0.611694576 0.033579894
1403715281.462142944 0.098458682 2.767766701 0.306289326 -0.789717754 0.015762061 -0.612581811 0.028999152
1403715281.512143135 0.695572298 3.415432759 0.588506728 -0.813728060 0.119493520 -0.566715590 -0.049003903
1403715281.562143087 0.697001490 3.457636761 0.584135100 -0.812482579 0.128619050 -0.565840757 -0.056155467
1403715281.612143278 0.746094489 3.456058499 0.620798193 -0.817433361 0.119882887 -0.560996951 -0.052088536
1403715281.662142992 0.753321859 3.499710832 0.616687641 -0.815805971 0.131128139 -0.560105717 -0.059561846
1403715281.712143183 0.793757305 3.549645668 0.647647355 -0.819085301 0.128421100 -0.555159239 -0.066374016
1403715281.762143135 0.806489788 3.598450974 0.644417293 -0.817576157 0.140580595 -0.553391688 -0.074591975
1403715281.812143087 0.844155659 3.638967697 0.680970984 -0.821180929 0.136181589 -0.548221506 -0.081053292
1403715281.862143040 0.862883230 3.694565641 0.678530603 -0.819082712 0.148522954 -0.546793191 -0.089786684
1403715281.912143230 0.877115180 3.725430462 0.709780775 -0.822225355 0.145225558 -0.542339068 -0.093398816
1403715281.962142944 0.900676347 3.786055995 0.707822641 -0.820323472 0.157063291 -0.540417609 -0.101731665
1403715282.012143135 0.897873360 3.790015691 0.732619332 -0.822379864 0.155556352 -0.538494302 -0.097557509
1403715282.062143087 0.924838177 3.852071951 0.731148046 -0.820490460 0.166625250 -0.536637443 -0.105126996
1403715282.112143278 0.886850148 3.852628863 0.747161169 -0.820862251 0.160721971 -0.539737563 -0.095063010
1403715282.162142992 0.913625463 3.914652187 0.746524931 -0.819148065 0.170810195 -0.538008247 -0.101820679
1403715282.212143183 0.877958167 3.948512072 0.764341055 -0.818062933 0.171936096 -0.540655407 -0.094354376
1403715282.262143135 0.904803266 4.009606985 0.764993074 -0.816494248 0.181598633 -0.538650736 -0.101066626
1403715282.312143087 0.918490875 4.253220568 0.806482788 -0.814280589 0.190242075 -0.540027265 -0.095528154
1403715282.362143040 0.947897889 4.316890031 0.808908240 -0.812525505 0.199550098 -0.538173210 -0.101743104
1403715282.412143230 0.948285034 4.425412610 0.848635543 -0.812351050 0.207159743 -0.536340510 -0.097516509
1403715282.462142944 0.980163753 4.487168702 0.852809933 -0.810423458 0.216833563 -0.534472688 -0.102644876
1403715282.512143135 0.980758564 4.598222821 0.863029595 -0.808781756 0.223322489 -0.536032430 -0.093104083
1403715282.562143087 1.013820780 4.656539035 0.868200355 -0.806718856 0.232443431 -0.534364401 -0.098129643
1403715282.612143278 1.030390972 4.719413893 0.868497855 -0.805617707 0.239465471 -0.534956257 -0.086360877
1403715282.662142992 1.064177860 4.771181236 0.874409587 -0.802658800 0.248388055 -0.534727101 -0.090050831
1403715282.712143183 1.071614944 4.826960002 0.867669951 -0.801330558 0.254085328 -0.536510954 -0.073932255
1403715282.762143135 1.103708475 4.870639335 0.872840955 -0.798289701 0.263645799 -0.536199779 -0.075592610
1403715282.812143087 1.136111825 4.910757203 0.877715347 -0.795789713 0.273212525 -0.534923261 -0.077011385
1403715282.862143040 1.159897580 4.984327192 0.889455577 -0.794769487 0.274149744 -0.537711660 -0.063636075
1403715282.912143230 1.190505768 5.016626555 0.894393507 -0.792056815 0.282128421 -0.537197273 -0.066847928
1403715282.962142944 1.251879262 5.126729549 0.887703557 -0.790998232 0.282343743 -0.540348660 -0.051255563
1403715283.012143135 1.281805068 5.151141819 0.892087209 -0.788076505 0.290859445 -0.539951350 -0.052808568
1403715283.062143087 1.340383093 5.284148421 0.875007623 -0.785382193 0.290266417 -0.545147613 -0.041644890
1403715283.112143278 1.368212081 5.302991058 0.878642180 -0.782515220 0.298978538 -0.544567687 -0.041566795
1403715283.162142992 1.394880380 5.316306754 0.882276752 -0.779143834 0.307915331 -0.544468617 -0.040950702
1403715283.212143183 1.420091489 5.324012174 0.885780595 -0.775862233 0.316575316 -0.544209127 -0.040672982
1403715283.262143135 1.443866202 5.325835980 0.889177317 -0.772905085 0.324374923 -0.543788752 -0.041139185
1403715283.312143087 1.466302113 5.321750863 0.892145224 -0.770094488 0.332388508 -0.542968777 -0.040709536
1403715283.362143040 1.486884279 5.311185511 0.895113652 -0.767208817 0.339231902 -0.542736808 -0.041822304
1403715283.412143230 1.505515221 5.294311771 0.897256490 -0.765792107 0.345955224 -0.540499493 -0.041686085
1403715283.462142944 1.522182076 5.270868012 0.898787259 -0.764823490 0.352337543 -0.537768729 -0.041328914
1403715283.512143135 1.635719696 5.873498907 0.953055109 -0.767828353 0.336395907 -0.540337016 -0.072892545
1403715283.562143087 1.659670951 5.880318988 0.961485727 -0.767888853 0.340588506 -0.537464826 -0.074011756
1403715283.612143278 1.561701505 5.934606921 0.957570471 -0.765951120 0.318263066 -0.557104987 -0.040761937
1403715283.662142992 1.573741723 5.931612577 0.966117794 -0.766224215 0.319948809 -0.555873486 -0.039215818
1403715283.712143183 1.583750680 5.922861865 0.974595434 -0.765933114 0.320698441 -0.555986407 -0.037122635
1403715283.762143135 1.591581705 5.908456528 0.982941694 -0.765219863 0.321005716 -0.557012838 -0.033624243
1403715283.812143087 1.597183389 5.888220214 0.991443039 -0.763450680 0.320916706 -0.559723883 -0.029405820
1403715283.862143040 1.600353672 5.861996385 0.999623495 -0.762009447 0.319574482 -0.562621568 -0.025898336
1403715283.912143230 1.600918525 5.829671259 1.007428074 -0.760106040 0.318306751 -0.566123800 -0.020578238
1403715283.962142944 1.598711901 5.791142082 1.014702277 -0.758700228 0.316325678 -0.569276710 -0.015364158
1403715284.012143135 1.593851057 5.746732244 1.020783500 -0.758909805 0.313921672 -0.570467256 -0.008729308
1403715284.062143087 1.586163790 5.695958918 1.026413326 -0.759508748 0.310725905 -0.571482065 -0.002030712
1403715284.112143278 1.527187305 5.875485886 0.895742827 -0.754942877 0.304869049 -0.580413589 -0.015368185
1403715284.162142992 1.505066536 5.829967026 0.895025025 -0.755211324 0.301851828 -0.581792224 -0.007690127
1403715284.212143183 1.479377191 5.778383019 0.893703886 -0.754537123 0.299699484 -0.583823770 0.001937697
1403715284.262143135 1.449895339 5.720209876 0.892023339 -0.753538053 0.297257208 -0.586249541 0.011403095
1403715284.312143087 1.416723358 5.655294531 0.889790246 -0.752194588 0.294928545 -0.588866209 0.021378576
1403715284.362143040 1.379608030 5.583199092 0.887019784 -0.750508619 0.291771634 -0.592207444 0.029941115
1403715284.412143230 1.338343224 5.503546108 0.883787609 -0.749664294 0.286063521 -0.595827952 0.034061131
1403715284.462142944 1.292943932 5.416617454 0.879595717 -0.749425391 0.279510208 -0.599044023 0.037173721
1403715284.512143135 1.243327071 5.322375101 0.874575019 -0.749129401 0.272105881 -0.602693568 0.039038370
1403715284.562143087 1.189663102 5.221031150 0.868656464 -0.748428842 0.264809859 -0.606650083 0.041299911
1403715284.612143278 1.361705300 5.641102757 0.793745816 -0.754817306 0.277693521 -0.594122116 -0.012492161
1403715284.662142992 1.312470326 5.565680179 0.784604459 -0.754955086 0.271155085 -0.596993042 -0.010818745
1403715284.712143183 1.259592079 5.485162118 0.774846002 -0.754897124 0.265533517 -0.599634174 -0.007819247
1403715284.762143135 1.202759079 5.399561882 0.764419724 -0.754350183 0.260692352 -0.602467313 -0.005332566
1403715284.812143087 1.141725056 5.308823887 0.753110028 -0.753579120 0.257575944 -0.604782088 -0.003430557
1403715284.862143040 1.076215834 5.212905620 0.741253633 -0.751619212 0.256514268 -0.607672004 -0.001930241
1403715284.912143230 1.006357349 5.111860552 0.728643958 -0.748782611 0.258362526 -0.610387270 0.000887479
1403715284.962142944 0.931816686 5.005354555 0.715475708 -0.745010388 0.261946568 -0.613465452 0.001912274
1403715285.012143135 0.824906839 5.397017558 0.594490087 -0.741164825 0.220810787 -0.633961234 -0.003232871
1403715285.062143087 0.733819235 5.318859312 0.579207651 -0.736640134 0.226463294 -0.637234532 -0.002800218
1403715285.112143278 1.480682248 5.988905178 0.747331700 -0.759462072 0.283922087 -0.581293239 -0.068584107
1403715285.162142992 1.437957042 5.949455983 0.742882567 -0.758253423 0.290815626 -0.579045196 -0.072004712
1403715285.212143183 1.601497761 6.096516292 0.809585099 -0.765235012 0.295937728 -0.569541985 -0.049579891
1403715285.262143135 1.567675193 6.053769383 0.808740529 -0.765596724 0.303056492 -0.565267504 -0.049910602
1403715285.312143087 1.711265510 6.212004103 0.852541167 -0.761097226 0.310579241 -0.567816461 -0.043081482
1403715285.362143040 1.683254956 6.170946809 0.858546295 -0.762701855 0.316196981 -0.562737409 -0.040397493
1403715285.412143230 1.653014760 6.124164539 0.867548254 -0.765117501 0.319798258 -0.557598960 -0.037519119
1403715285.462142944 1.620470675 6.071326516 0.879638012 -0.766947219 0.321808740 -0.554072203 -0.035143869
1403715285.512143135 1.585486241 6.012611537 0.893448213 -0.768337656 0.323113513 -0.551554264 -0.032292384
1403715285.562143087 1.548699622 5.947643924 0.908618324 -0.768752615 0.324407855 -0.550410342 -0.028764833
1403715285.612143278 1.510149380 5.876968772 0.923616176 -0.768704068 0.325067789 -0.550256021 -0.025363344
1403715285.662142992 1.469778086 5.800472660 0.937563957 -0.769269172 0.324376050 -0.549980775 -0.022940515
1403715285.712143183 1.427816204 5.717889343 0.949986645 -0.769540526 0.323942214 -0.549977071 -0.019850501
1403715285.762143135 1.383914198 5.629091072 0.961435143 -0.769686780 0.321965583 -0.550954476 -0.019224684
1403715285.812143087 2.155369557 6.647736400 0.973656018 -0.760024915 0.354483205 -0.526799972 -0.138512005
1403715285.862143040 2.158570571 6.634343943 0.987312698 -0.761981712 0.350299091 -0.526165420 -0.140799032
1403715285.912143230 2.161864781 6.618388388 1.000363914 -0.764551585 0.345038453 -0.525082410 -0.143867309
1403715285.962142944 2.165214440 6.600255432 1.012335546 -0.767791350 0.340110481 -0.522923456 -0.146192898
1403715286.012143135 2.169027789 6.580151690 1.023350575 -0.770678573 0.334905807 -0.521401317 -0.148436195
1403715286.062143087 2.173484316 6.558287298 1.033109887 -0.773229338 0.330281078 -0.520026987 -0.150342056
1403715286.112143278 2.178670574 6.534891277 1.041527873 -0.774971200 0.327260551 -0.519481582 -0.149863462
